District ID,District Name,School ID,School Name,School Year,Percentage of Kindergarteners with PreK Experience,Number of K students
80,Meriden School District,7,Nathan Hale School,2003-04,91.3,104
80,Meriden School District,8,Roger Sherman School,2003-04,83.5,78
80,Meriden School District,10,Thomas Hooker School,2003-04,80.5,118
83,Middletown School District,2,Bielefield School,2003-04,90,46
83,Middletown School District,5,Farm Hill School,2003-04,79.3,57
83,Middletown School District,13,Lawrence School,2003-04,74,50
83,Middletown School District,9,MacDonough School,2003-04,83.3,40
83,Middletown School District,12,Moody School,2003-04,82.1,65
83,Middletown School District,11,Snow School,2003-04,80.6,65
83,Middletown School District,1,Spencer School,2003-04,81.3,75
83,Middletown School District,14,Wesley School,2003-04,81.8,66
84,Milford School District,1,Calf Pen Meadow School,2003-04,73.3,60
84,Milford School District,19,J. F. Kennedy School,2003-04,95.5,66
84,Milford School District,16,Live Oaks School,2003-04,67.9,53
84,Milford School District,17,Mathewson School,2003-04,96.5,82
84,Milford School District,7,Meadowside School,2003-04,90,60
84,Milford School District,8,Orange Avenue School,2003-04,82.1,84
84,Milford School District,18,Orchard Hills School,2003-04,84.6,52
84,Milford School District,10,Pumpkin Delight School,2003-04,87.1,31
84,Milford School District,14,Simon Lake School,2003-04,90.3,72
85,Monroe School District,5,Fawn Hollow Elementary School,2003-04,95.4,109
85,Monroe School District,1,Monroe Elementary School,2003-04,100,56
85,Monroe School District,3,Stepney Elementary School,2003-04,87.6,121
86,Montville School District,7,Dr. Charles E. Murphy School,2003-04,63.3,60
86,Montville School District,1,Mohegan School,2003-04,65.7,70
86,Montville School District,5,Oakdale School,2003-04,50,70
88,Naugatuck School District,8,Andrew Avenue School,2003-04,68.4,38
88,Naugatuck School District,1,Central Avenue School,2003-04,61.5,63
88,Naugatuck School District,5,Hop Brook Elementary School,2003-04,71.8,55
88,Naugatuck School District,3,Maple Hill School,2003-04,78.8,85
88,Naugatuck School District,6,Salem School,2003-04,69.8,53
88,Naugatuck School District,7,Western School,2003-04,70.5,43
280,"New Beginnings Inc., Family Academy District",1,"New Beginnings Inc., Family Academy",2003-04,89.2,37
89,New Britain School District,3,Chamberlain School,2003-04,30.4,148
89,New Britain School District,11,Diloreto Magnet School,2003-04,49,96
89,New Britain School District,5,Gaffney School,2003-04,55.6,81
89,New Britain School District,6,Holmes School,2003-04,53.7,82
89,New Britain School District,7,Jefferson School,2003-04,36,75
89,New Britain School District,8,Lincoln School,2003-04,50,74
89,New Britain School District,9,Northend School,2003-04,35.9,39
89,New Britain School District,12,Smalley Academy,2003-04,55.8,120
89,New Britain School District,13,Smith School,2003-04,41.3,80
89,New Britain School District,15,Vance School,2003-04,40,65
90,New Canaan School District,4,East School,2003-04,97.9,94
90,New Canaan School District,2,South School,2003-04,100,105
90,New Canaan School District,3,West School,2003-04,100,87
91,New Fairfield School District,1,Consolidated School,2003-04,86,200
92,New Hartford School District,1,Bakerville Consolidated School,2003-04,84,50
92,New Hartford School District,2,New Hartford Elementary School,2003-04,94.6,37
93,New Haven School District,2,Barnard Environmental Magnet School,2003-04,89.5,38
93,New Haven School District,3,Beecher School,2003-04,75.7,68
93,New Haven School District,18,Benjamin Jepson Magnet School,2003-04,70.6,33
93,New Haven School District,43,Bishop Woods School,2003-04,74,47
93,New Haven School District,48,Celentano School,2003-04,59.6,50
93,New Haven School District,41,Christopher Columbus Academy,2003-04,54.5,98
93,New Haven School District,5,Clarence Rogers School,2003-04,72.6,81
93,New Haven School District,42,Clemente Leadership Academy,2003-04,52.8,53
93,New Haven School District,6,Clinton Avenue School,2003-04,54.2,96
93,New Haven School District,31,Conte/West Hills Magnet School,2003-04,80.6,62
93,New Haven School District,9,Davis 21st Century Magnet Elementary School,2003-04,87.2,47
93,New Haven School District,46,East Rock Community Magnet School,2003-04,71.4,74
93,New Haven School District,12,Edgewood School,2003-04,86.5,52
93,New Haven School District,7,Hill Central Music Academy,2003-04,47.1,51
93,New Haven School District,4,Katherine Brennan School,2003-04,100,4
93,New Haven School District,20,Lincoln-Bassett School,2003-04,57.7,104
93,New Haven School District,40,Martin Luther King School,2003-04,60,49
93,New Haven School District,49,Microsociety Magnet School,2003-04,60.9,20
93,New Haven School District,14,Nathan Hale School,2003-04,68.6,50
93,New Haven School District,35,Quinnipiac School,2003-04,84.6,52
93,New Haven School District,28,Strong School KG,2003-04,76.1,70
93,New Haven School District,11,Timothy Dwight School,2003-04,59.2,76
93,New Haven School District,29,Truman School,2003-04,58.1,73
93,New Haven School District,25,"Vincent E. Mauro Elementary Math, Science and Technology Magnet School",2003-04,71.2,52
93,New Haven School District,39,Welch Annex School,2003-04,64.4,102
93,New Haven School District,32,Wexler/Grant Community School,2003-04,90.6,53
93,New Haven School District,33,Woodward School,2003-04,55.8,42
93,New Haven School District,38,Worthington Hooker School,2003-04,82.4,47
95,New London School District,1,Edgerton School,2003-04,80.4,53
95,New London School District,2,Harbor School,2003-04,60.8,45
95,New London School District,3,Jennings School,2003-04,59,33
95,New London School District,9,Nathan Hale School,2003-04,88.7,55
95,New London School District,8,Winthrop School,2003-04,60.4,47
96,New Milford School District,5,Hill And Plain School,2003-04,71.9,112
96,New Milford School District,7,John Pettibone School,2003-04,55.5,127
96,New Milford School District,8,Northville Elementary School,2003-04,55.6,124
94,Newington School District,6,Anna Reynolds School,2003-04,84.7,72
94,Newington School District,2,Elizabeth Green School,2003-04,73.8,60
94,Newington School District,8,John Paterson School,2003-04,81.6,87
94,Newington School District,7,Ruth Chaffee School,2003-04,87.5,61
97,Newtown School District,1,Hawley Elementary School,2003-04,89.2,74
97,Newtown School District,4,Head O'Meadow Elementary School,2003-04,88.8,80
97,Newtown School District,3,Middle Gate Elementary School,2003-04,95.3,105
97,Newtown School District,2,Sandy Hook Elementary School,2003-04,92.6,121
98,Norfolk School District,1,Botelle Elementary School,2003-04,100,17
99,North Branford School District,4,Jerome Harrison School,2003-04,84.5,103
99,North Branford School District,5,Stanley T. Williams School,2003-04,100,88
100,North Canaan School District,1,North Canaan Elementary School,2003-04,50,32
101,North Haven School District,8,Clintonville Elementary School,2003-04,80.3,61
101,North Haven School District,7,Green Acres Elementary School,2003-04,90,60
101,North Haven School District,2,Montowese Elementary School,2003-04,73.8,84
101,North Haven School District,3,Ridge Road Elementary School,2003-04,95.1,81
102,North Stonington School District,1,North Stonington Elementary School,2003-04,84.9,52
103,Norwalk School District,2,Brookside Elementary School,2003-04,78.6,70
103,Norwalk School District,3,Columbus Magnet School,2003-04,93.2,44
103,Norwalk School District,4,Cranbury Elementary School,2003-04,94.9,79
103,Norwalk School District,20,Fox Run Elementary School,2003-04,87.5,88
103,Norwalk School District,7,Jefferson Magnet School,2003-04,97.1,70
103,Norwalk School District,8,Kendall Elementary School,2003-04,80,90
103,Norwalk School District,22,Marvin Elementary School,2003-04,77.5,80
103,Norwalk School District,21,Naramake Elementary School,2003-04,81.3,64
103,Norwalk School District,13,Rowayton School,2003-04,89.2,65
103,Norwalk School District,23,Silvermine Elementary School,2003-04,96.5,86
103,Norwalk School District,14,Tracey School,2003-04,76,75
103,Norwalk School District,24,Wolfpit School,2003-04,89.7,68
104,Norwich School District,1,Bishop School,2003-04,79.5,39
104,Norwich School District,6,Greeneville School,2003-04,54.5,55
104,Norwich School District,14,John B. Stanton School,2003-04,77.8,54
104,Norwich School District,20,John M. Moriarty School,2003-04,78.6,56
104,Norwich School District,8,Samuel Huntington School,2003-04,77.4,53
104,Norwich School District,17,Thomas W. Mahan School,2003-04,79.1,43
104,Norwich School District,19,Uncas School,2003-04,88.2,34
104,Norwich School District,18,Veterans' Memorial School,2003-04,75,32
104,Norwich School District,15,Wequonnoc School,2003-04,94.7,38
106,Old Saybrook School District,2,Kathleen E. Goodwin School,2003-04,91.8,134
107,Orange School District,2,Mary L. Tracy School,2003-04,96.9,186
108,Oxford School District,3,Quaker Farms School,2003-04,79.9,144
109,Plainfield School District,5,Early Childhood Center,2003-04,60.8,189
110,Plainville School District,4,Frank T. Wheeler School,2003-04,79.7,59
110,Plainville School District,2,Linden Street School,2003-04,72.7,55
110,Plainville School District,5,Louis Toffolon School,2003-04,90.3,62
111,Plymouth School District,2,Plymouth Center School,2003-04,84.6,35
111,Plymouth School District,3,Prospect Street School,2003-04,92.9,53
112,Pomfret School District,1,Pomfret Community School,2003-04,61.7,47
113,Portland School District,2,Valley View School,2003-04,77.4,124
114,Preston School District,4,Preston Veterans' Memorial School,2003-04,78,41
116,Putnam School District,3,Putnam Elementary School,2003-04,64.2,95
117,Redding School District,1,Redding Elementary School,2003-04,98.6,138
206,Regional School District 06,1,Goshen Center School,2003-04,93.5,31
206,Regional School District 06,2,James Morris School,2003-04,81.8,22
206,Regional School District 06,3,Warren Elementary School,2003-04,68.8,16
210,Regional School District 10,3,Harwinton Consolidated School,2003-04,88.6,88
210,Regional School District 10,2,Lake Garda Elementary School,2003-04,84.2,118
212,Regional School District 12,2,Booth Free School,2003-04,89.3,28
212,Regional School District 12,1,The Burnham School,2003-04,95,19
212,Regional School District 12,4,Washington Primary School,2003-04,82.8,29
213,Regional School District 13,1,Frederick Brewster School,2003-04,74.7,87
213,Regional School District 13,5,John Lyman School,2003-04,83.1,59
214,Regional School District 14,1,Bethlehem Elementary School,2003-04,85,60
214,Regional School District 14,2,Mitchell Elementary School,2003-04,84,94
215,Regional School District 15,4,Gainfield Elementary School,2003-04,98.5,65
215,Regional School District 15,7,Long Meadow Elementary School,2003-04,90,87
215,Regional School District 15,6,Middlebury Elementary School,2003-04,90.6,85
215,Regional School District 15,5,Pomperaug School,2003-04,90.5,73
216,Regional School District 16,3,Algonquin School,2003-04,93.3,135
216,Regional School District 16,1,Laurel Ledge School,2003-04,96.2,79
217,Regional School District 17,2,Burr District Elementary School,2003-04,92.6,27
217,Regional School District 17,1,Haddam Elementary School,2003-04,85.2,61
217,Regional School District 17,3,Killingworth Elementary School,2003-04,97.8,90
218,Regional School District 18,1,Lyme Consolidated School,2003-04,94.3,35
218,Regional School District 18,2,Mile Creek School,2003-04,74.2,62
118,Ridgefield School District,8,Barlow Mountain Elementary School,2003-04,95.1,61
118,Ridgefield School District,6,Branchville Elementary School,2003-04,98.2,56
118,Ridgefield School District,4,Farmingville Elementary School,2003-04,96.8,63
118,Ridgefield School District,3,Ridgebury Elementary School,2003-04,76.9,65
118,Ridgefield School District,5,Scotland Elementary School,2003-04,95.2,62
118,Ridgefield School District,2,Veterans Park Elementary School,2003-04,87.2,39
119,Rocky Hill School District,2,Dr. Oran A. Moser School,2003-04,96.8,31
119,Rocky Hill School District,4,Myrtle H. Stevens School,2003-04,96.2,53
119,Rocky Hill School District,5,West Hill School,2003-04,95.8,96
121,Salem School District,1,Salem Elementary School,2003-04,71.4,49
122,Salisbury School District,1,Salisbury Central School,2003-04,64.1,38
123,Scotland School District,1,Scotland Elementary School,2003-04,75,28
124,Seymour School District,3,Anna L. Lopresti School,2003-04,61.2,47
124,Seymour School District,1,Bungay School,2003-04,84.6,77
124,Seymour School District,4,Paul Chatfield School,2003-04,76.5,51
125,Sharon School District,1,Sharon Center School,2003-04,68.4,19
126,Shelton School District,10,Booth Hill School,2003-04,92.7,82
126,Shelton School District,5,Elizabeth Shelton School,2003-04,100,97
126,Shelton School District,4,Lafayette School,2003-04,60,40
126,Shelton School District,8,Long Hill School,2003-04,83.5,85
126,Shelton School District,9,Mohegan School,2003-04,95.2,83
126,Shelton School District,6,Sunnyside School,2003-04,100,43
127,Sherman School District,1,Sherman School,2003-04,90,40
270,Side By Side Community School District,1,Side By Side Community School,2003-04,50,19
128,Simsbury School District,1,Central School,2003-04,89.5,84
128,Simsbury School District,6,Latimer Lane School,2003-04,98.7,78
128,Simsbury School District,7,Squadron Line School,2003-04,89.7,107
128,Simsbury School District,4,Tootin' Hills School,2003-04,100,73
129,Somers School District,4,Somers Elementary School,2003-04,69.2,107
132,South Windsor School District,7,Eli Terry School,2003-04,53.2,61
132,South Windsor School District,6,Orchard Hill School,2003-04,82.1,77
132,South Windsor School District,1,Philip R. Smith School,2003-04,100,78
132,South Windsor School District,2,Pleasant Valley School,2003-04,90.5,63
132,South Windsor School District,4,Wapping Elementary School,2003-04,66.7,32
131,Southington School District,15,Derynoski Elementary School,2003-04,85.8,111
131,Southington School District,13,Flanders School,2003-04,93,41
131,Southington School District,2,Hatton School,2003-04,87,22
131,Southington School District,10,North Center School,2003-04,46.9,30
131,Southington School District,6,Plantsville School at North Center,2003-04,84,50
131,Southington School District,7,South End School,2003-04,80,45
